,domain,reachedDomain,start,end,hasErrors,error,originalFile,cmp,cmps,pagerank,rank_group,wronglyTagged,status,statusSimplified,cmp_simplified,cmp_simplified_othered,cmp_simplified_othered_more,tld,tld_othered
2267,echosign.com,adobe.com,2022-11-24 07:20:57.685000+00:00,2022-11-24 07:42:20.812000+00:00,False,Successful,results.json_00002260-00002269.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",12701,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2280,avastbrowser.com,avast.com,2022-11-24 07:28:36.087000+00:00,2022-11-24 08:07:59.970000+00:00,False,Successful,results.json_00002280-00002289.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",12761,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2290,gamepedia.com,fandom.com,2022-11-24 08:07:59.971000+00:00,2022-11-24 08:21:10.667000+00:00,False,Successful,results.json_00002290-00002299.json,quantcast2,['quantcast2'],12831,"(10000, 20000]",False,successful,successful,quantcast,quantcast,quantcast,com,com
2293,visualwebsiteoptimizer.com,vwo.com,2022-11-24 08:13:08.768000+00:00,2022-11-24 08:26:16.751000+00:00,False,Successful,results.json_00002290-00002299.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",12837,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2325,photoshop.com,adobe.com,2022-11-24 09:03:22.883000+00:00,2022-11-24 09:26:22.320000+00:00,False,Successful,results.json_00002320-00002329.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",13036,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2338,platform.sh,undefined.platform.sh,2022-11-24 09:26:25.763000+00:00,2022-11-24 10:01:42.544000+00:00,False,Successful,results.json_00002330-00002339.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",13088,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,sh,other
2341,yusercontent.com,yahoo.com,2022-11-24 09:50:20.172000+00:00,2022-11-24 10:06:32.674000+00:00,False,Successful,results.json_00002340-00002349.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",13118,"(10000, 20000]",False,successful,successful,yahoo,other,other,com,com
2355,overture.com,yahoo.com,2022-11-24 10:20:54.516000+00:00,2022-11-24 10:32:10.438000+00:00,False,Successful,results.json_00002350-00002359.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",13220,"(10000, 20000]",False,successful,successful,yahoo,other,other,com,com
2392,bannersnack.com,creatopy.com,2022-11-24 11:45:34.344000+00:00,2022-11-24 12:22:03.983000+00:00,False,Successful,results.json_00002390-00002399.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",13538,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2412,friendfeed.com,facebook.com,2022-11-24 12:40:47.215000+00:00,2022-11-24 13:04:31.106000+00:00,False,Successful,results.json_00002410-00002419.json,Facebook,['Facebook'],13647,"(10000, 20000]",False,successful,successful,Facebook,other,other,com,com
2453,pcapredict.com,loqate.com,2022-11-23 22:59:50.085000+00:00,2022-11-23 23:09:38.734000+00:00,False,Successful,results.json_00002460-00002469.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",14009,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2467,renault.com,renaultgroup.com,2022-11-23 23:16:13.138000+00:00,2022-11-23 23:22:29.089000+00:00,False,Successful,results.json_00002470-00002479.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",14136,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2472,klclick.com,klaviyo.com,2022-11-23 23:21:24.647000+00:00,2022-11-23 23:29:19.866000+00:00,False,Successful,results.json_00002480-00002489.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",14190,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2473,reebok.com,reebok.de,2022-11-23 23:19:59.501000+00:00,2022-11-23 23:29:34.598000+00:00,False,Successful,results.json_00002480-00002489.json,tealium.com,['tealium.com'],14161,"(10000, 20000]",False,successful,successful,tealium.com,other,tealium.com,com,com
2481,nexage.com,yahooinc.com,2022-11-23 23:29:34.599000+00:00,2022-11-23 23:36:00.244000+00:00,False,Successful,results.json_00002490-00002499.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",14248,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2487,freshmeat.net,sourceforge.net,2022-11-23 23:33:17.151000+00:00,2022-11-23 23:42:55.396000+00:00,False,Successful,results.json_00002490-00002499.json,consentmanager.net,['consentmanager.net'],14271,"(10000, 20000]",False,successful,successful,consentmanager.net,other,consentmanager.net,net,net
2490,magentocommerce.com,adobe.com,2022-11-23 23:37:28.551000+00:00,2022-11-23 23:48:57.420000+00:00,False,Successful,results.json_00002490-00002499.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",14317,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2497,vimeopro.com,vimeo.com,2022-11-23 23:46:32.786000+00:00,2022-11-24 00:02:14.748000+00:00,False,Successful,results.json_00002500-00002509.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",14369,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2508,skybet.com,pokerstars.de,2022-11-24 00:08:36.449000+00:00,2022-11-24 00:15:43.595000+00:00,False,Successful,results.json_00002510-00002519.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",14398,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2516,backcountry.com,bergfreunde.de,2022-11-24 00:14:22.848000+00:00,2022-11-24 00:19:51.838000+00:00,False,Successful,results.json_00002520-00002529.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",14463,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2519,dxc.technology,dxc.com,2022-11-24 00:16:54.207000+00:00,2022-11-24 00:21:37.267000+00:00,False,Successful,results.json_00002520-00002529.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",14478,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,technology,other
2520,informz.net,higherlogic.com,2022-11-24 00:15:47.991000+00:00,2022-11-24 00:21:49.228000+00:00,False,Successful,results.json_00002520-00002529.json,cookiebar,['cookiebar'],14472,"(10000, 20000]",False,successful,successful,cookiebar,cookiebar,cookiebar,net,net
2538,sciam.com,scientificamerican.com,2022-11-24 00:25:05.608000+00:00,2022-11-24 00:32:26.079000+00:00,False,Successful,results.json_00002540-00002549.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",14549,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2577,viafoura.net,viafoura.com,2022-11-24 00:37:20.360000+00:00,2022-11-24 00:55:13.961000+00:00,False,Successful,results.json_00002580-00002589.json,cookiecontrolcivic,['cookiecontrolcivic'],14731,"(10000, 20000]",False,successful,successful,cookiecontrolcivic,other,cookiecontrolcivic,net,net
2590,siteground.asia,siteground.com,2022-11-24 01:00:56.075000+00:00,2022-11-24 01:07:29.381000+00:00,False,Successful,results.json_00002590-00002599.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",14969,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,asia,other
2607,bleacherreport.net,bleacherreport.com,2022-11-24 01:13:30.003000+00:00,2022-11-24 01:20:21.751000+00:00,False,Successful,results.json_00002610-00002619.json,tealium.com,['tealium.com'],15109,"(10000, 20000]",False,successful,successful,tealium.com,other,tealium.com,net,net
2608,bambuser.io,bambuser.com,2022-11-24 01:14:39.841000+00:00,2022-11-24 01:21:20.654000+00:00,False,Successful,results.json_00002610-00002619.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",15121,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,io,io
2611,ibmcloud.com,ibm.com,2022-11-24 01:14:31.874000+00:00,2022-11-24 01:22:01.473000+00:00,False,Successful,results.json_00002620-00002629.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",15117,"(10000, 20000]",False,successful,successful,trustarc,other,trustarc,com,com
2615,appannie.com,data.ai,2022-11-24 01:16:56.506000+00:00,2022-11-24 01:25:27.088000+00:00,False,Successful,results.json_00002620-00002629.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",15143,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2622,audible.co.uk,audible.de,2022-11-24 01:23:44.935000+00:00,2022-11-24 01:30:53.208000+00:00,False,Successful,results.json_00002630-00002639.json,trustarcbar,['trustarcbar'],15188,"(10000, 20000]",False,successful,successful,trustarc,other,trustarc,uk,uk
2632,cookieless-data.com,sirdata.com,2022-11-24 01:32:35.022000+00:00,2022-11-24 01:51:57.974000+00:00,False,Successful,results.json_00002640-00002649.json,Sirdata,['Sirdata'],15286,"(10000, 20000]",False,successful,successful,Sirdata,other,other,com,com
2644,test-app.link,branch.io,2022-11-24 01:56:45.491000+00:00,2022-11-24 02:04:12.759000+00:00,False,Successful,results.json_00002650-00002659.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",15335,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,link,other
2646,skechers.com,skechers.de,2022-11-24 02:00:22.063000+00:00,2022-11-24 02:07:16.836000+00:00,False,Successful,results.json_00002650-00002659.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",15396,"(10000, 20000]",False,successful,successful,trustarc,other,trustarc,com,com
2650,adforyounews.com,yahoo.com,2022-11-24 02:00:33.989000+00:00,2022-11-24 02:10:38.690000+00:00,False,Successful,results.json_00002650-00002659.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",15406,"(10000, 20000]",False,successful,successful,yahoo,other,other,com,com
2655,blueyonder.co.uk,virginmedia.com,2022-11-24 01:47:07.099000+00:00,2022-11-24 02:15:11.868000+00:00,False,Successful,results.json_00002660-00002669.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",15285,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,uk,uk
2683,workspaceoneaccess.com,vmware.com,2022-11-24 02:23:26.783000+00:00,2022-11-24 14:03:43.704000+00:00,False,Successful,results.json_00002690-00002699.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",15641,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2709,centurytel.net,centurylink.com,2022-11-24 14:24:13.960000+00:00,2022-11-24 14:32:56.234000+00:00,False,Successful,results.json_00002710-00002719.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",15889,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,net,net
2731,questia.com,gale.com,2022-11-24 14:42:56.272000+00:00,2022-11-24 14:51:21.464000+00:00,False,Successful,results.json_00002740-00002749.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",15995,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2752,2ksports.com,2k.com,2022-11-24 15:01:24.304000+00:00,2022-11-24 15:08:19.078000+00:00,False,Successful,results.json_00002760-00002769.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",16184,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2758,collegeboard.com,collegeboard.org,2022-11-24 15:07:34.620000+00:00,2022-11-24 15:11:19.020000+00:00,False,Successful,results.json_00002760-00002769.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",16209,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2772,campuslabs.com,anthology.com,2022-11-24 15:12:58.533000+00:00,2022-11-24 15:20:10.803000+00:00,False,Successful,results.json_00002780-00002789.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",16242,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2792,barcap.com,cib.barclays,2022-11-24 15:24:36.883000+00:00,2022-11-24 15:35:29.334000+00:00,False,Successful,results.json_00002800-00002809.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",16359,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2804,lds.org,churchofjesuschrist.org,2022-11-24 15:35:57.472000+00:00,2022-11-24 15:49:40.852000+00:00,False,Successful,results.json_00002810-00002819.json,trustarcbar,['trustarcbar'],16475,"(10000, 20000]",False,successful,successful,trustarc,other,trustarc,org,org
2808,southparkstudios.com,southpark.de,2022-11-24 15:43:48.365000+00:00,2022-11-24 15:53:55.824000+00:00,False,Successful,results.json_00002810-00002819.json,onetrust_pctab,['onetrust_pctab'],16515,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2810,parool.nl,dpgmedia.nl,2022-11-24 15:38:16.784000+00:00,2022-11-24 15:54:36.337000+00:00,False,Successful,results.json_00002810-00002819.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",16484,"(10000, 20000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,nl,nl
2828,nmugroup.se,nmugroup.com,2022-11-24 16:02:46.044000+00:00,2022-11-24 16:12:07.936000+00:00,False,Successful,results.json_00002830-00002839.json,cookiebar,['cookiebar'],16626,"(10000, 20000]",True,successful,successful,cookiebar,cookiebar,cookiebar,se,other
2829,jll.com,jll.de,2022-11-24 16:01:55.169000+00:00,2022-11-24 16:12:12.455000+00:00,False,Successful,results.json_00002830-00002839.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",16621,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2860,leadpages.net,leadpages.com,2022-11-24 16:30:06.289000+00:00,2022-11-24 16:41:20.585000+00:00,False,Successful,results.json_00002860-00002869.json,ibuenda,['ibuenda'],16817,"(10000, 20000]",False,successful,successful,ibuenda,other,other,net,net
2861,umusic.com,universalmusic.com,2022-11-24 05:48:10.822000+00:00,2022-11-24 05:53:46.921000+00:00,False,Successful,results.json_00002870-00002879.json,EvidonBanner,['EvidonBanner'],16812,"(10000, 20000]",False,successful,successful,Evidon,other,other,com,com
2866,nick.com,nick.de,2022-11-24 05:48:52.867000+00:00,2022-11-24 05:55:22.985000+00:00,False,Successful,results.json_00002870-00002879.json,onetrust_pcpanel,['onetrust_pcpanel'],16825,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2881,usehero.com,klarna.com,2022-11-24 06:20:14.347000+00:00,2022-11-24 06:27:18.897000+00:00,False,Successful,results.json_00002890-00002899.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",17039,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2907,omniture.com,adobe.com,2022-11-24 06:34:00.616000+00:00,2022-11-24 06:42:49.162000+00:00,False,Successful,results.json_00002910-00002919.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",17204,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2909,thieme-connect.com,thieme.de,2022-11-24 06:35:56.263000+00:00,2022-11-24 06:43:05.211000+00:00,False,Successful,results.json_00002920-00002929.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",17205,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2921,adtech.com,yahooinc.com,2022-11-24 06:45:02.702000+00:00,2022-11-24 06:55:46.635000+00:00,False,Successful,results.json_00002930-00002939.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",17347,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2925,bnpparibas.com,group.bnpparibas,2022-11-24 06:52:01.886000+00:00,2022-11-24 07:01:09.687000+00:00,False,Successful,results.json_00002930-00002939.json,onetrust_pctab,['onetrust_pctab'],17351,"(10000, 20000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
2938,radissonblu.com,radissonhotels.com,2022-11-24 06:54:37.924000+00:00,2022-11-24 07:10:53.709000+00:00,False,Successful,results.json_00002950-00002959.json,tealium.com,['tealium.com'],17389,"(10000, 20000]",False,successful,successful,tealium.com,other,tealium.com,com,com
2942,demorgen.be,dpgmedia.be,2022-11-24 07:07:00.893000+00:00,2022-11-24 07:13:01.539000+00:00,False,Successful,results.json_00002950-00002959.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",17456,"(10000, 20000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,be,be
